pT/A (MeV/c),               ,x center,20,60,100,140,180,220,260,300,340,380,420,460,500,540,580,620,660,700,740,780,
,               ,x low   ,0,40,80,120,160,200,240,280,320,360,400,440,480,520,560,600,640,680,720,760,
,               ,x high  ,40,80,120,160,200,240,280,320,360,400,440,480,520,560,600,640,680,720,760,800,
p,132+124,value,0.00152181,0.00444103,0.00697344,0.00932419,0.011259,0.0125837,0.0135271,0.0135102,0.0128697,0.0120337,0.0105481,0.00898553,0.00731267,0.00575805,0.00435987,0.00303894,0.00218151,0.00142713,0.000931285,0.000554487,
, ,error,7.91E-05,0.000212733,0.000312847,0.000382661,0.000460965,0.00047567,0.000503591,0.000451769,0.000445586,0.000373505,0.000312572,0.000265444,0.000212754,0.000225045,0.000179535,0.000131509,9.89755E-05,6.77397E-05,4.61556E-05,2.86E-05,
,108+112,value,0.00184207,0.00520402,0.00866043,0.0113123,0.0132948,0.0146817,0.015687,0.0150311,0.0142799,0.0131162,0.0117056,0.0101391,0.00859875,0.00673443,0.00538947,0.00404467,0.00298926,0.00223446,0.00151997,0.00102556,
, ,error,8.83E-05,0.000218204,0.000422694,0.000471862,0.000521731,0.000550241,0.000507204,0.000530544,0.000476613,0.000422564,0.000357879,0.000314338,0.000383743,0.000231488,0.00023105,0.000207764,1.79E-04,1.53E-04,1.17E-04,8.75E-05,
,112+124,value,0.00155262,0.0048906,0.00764462,0.0099033,0.0123985,0.0135403,0.0143256,0.0142093,0.0135881,0.0123324,0.0111022,0.00953479,0.00781795,0.00608762,0.00489612,0.00361698,0.00259435,0.00197701,0.00119799,0.000869583,
, ,error,1.16E-04,0.000195982,0.000366144,0.000381836,0.000509778,0.000532049,0.000588087,0.000490682,0.000453182,0.00044875,0.000525615,0.000345594,0.000245569,0.00022705,0.00020935,0.000174409,1.39E-04,1.17E-04,7.74E-05,6.09E-05,
,124+112,value,0.00170575,0.00464959,0.0075489,0.0103823,0.0121625,0.0138306,0.0142439,0.0141629,0.0141539,0.0127548,0.0114709,0.00999171,0.00811675,0.0064442,0.00488774,0.00349616,0.00245141,0.00175053,0.00124591,0.000688346,
, ,error,0.000134152,0.000232565,0.000330183,0.000557666,0.000583879,0.000555745,0.000553244,0.000478165,0.000535672,0.00052836,0.000640477,0.000415007,0.000356401,0.000315557,0.000248723,0.000184621,0.000134157,9.92E-05,7.30E-05,4.16E-05,
d,132+124,value,0.00207259,0.0063071,0.0100986,0.0132769,0.0154768,0.0163474,0.0153606,0.013803,0.0107475,0.00806961,0.00592067,0.00395161,0.00254235,0.00161446,0.000845875,0.000429337,0.000179963,6.66009E-05,2.53E-05,6.48E-06,
, ,error,1.02E-04,0.000258119,0.000420717,0.000536693,0.000582025,0.000553923,0.000535596,0.000422201,0.000351149,0.000282705,0.000224252,0.000176559,0.000118538,0.000100482,5.38E-05,2.79E-05,1.20E-05,4.52E-06,1.75E-06,4.58E-07,
,108+112,value,0.00188692,0.00610067,0.00942658,0.011616,0.0131313,0.0135711,0.0130356,0.0110566,0.00919605,0.00708808,0.00533783,0.00382983,0.00279806,0.00202034,0.00125173,0.000714852,0.000404326,1.55E-04,7.88E-05,1.90E-05,
, ,error,9.47631E-05,0.000227136,0.000351782,0.000420295,0.000425409,0.000442614,0.000404299,0.000358895,0.000363245,0.000322603,0.000221912,0.00017813,0.00013781,0.000112414,6.51E-05,3.46E-05,1.81E-05,6.37E-06,2.94E-06,6.41E-07,
,112+124,value,1.89E-03,0.00604348,0.00948612,0.0121929,0.0138915,0.0145382,0.0136108,0.0116357,0.00925645,0.00735447,0.00533734,0.00390493,0.00268766,0.001861,0.00121238,0.000626044,2.65E-04,1.28E-04,4.71E-05,1.81E-05,
, ,error,9.87E-05,0.000236625,0.000409921,0.000451801,0.000509912,0.000486178,0.000499957,0.00048079,0.000327729,0.000340288,0.000243529,0.000227766,0.000157542,0.000117657,8.48486E-05,4.80474E-05,2.21E-05,1.15E-05,4.57E-06,1.88E-06,
,124+112,value,2.07E-03,0.00577848,0.00970718,0.0129275,0.0145369,0.0148864,0.0145731,0.0127628,0.00987834,0.00735376,0.0054605,0.00398006,0.00281222,0.00153875,0.00105261,0.000584149,2.20E-04,8.46E-05,3.04E-05,8.83E-06,
, ,error,1.59E-04,0.000301546,0.000403791,0.000584092,0.00062333,0.000662402,0.000560546,0.000553203,0.000497045,0.000387971,0.000392546,0.000245823,0.000208615,0.000133315,0.000104359,6.52185E-05,2.73E-05,1.16E-05,4.53E-06,1.43E-06,
t,132+124,value,0.0026659,0.00788478,0.0126438,0.0156568,0.0162799,0.0145725,0.0112116,0.00725993,0.00435695,0.00240515,0.00131346,0.000651609,0.000337489,0.000136524,5.04974E-05,1.80E-05,7.86E-06,3.51E-06,1.00E-06,5.01E-07,
, ,error,1.19E-04,0.000322136,0.000412686,0.000523312,0.000514152,0.000418043,0.000330655,0.000249693,0.000162989,9.92013E-05,9.26E-05,4.89E-05,2.80E-05,1.65E-05,9.46E-06,4.57E-06,2.51E-06,1.35E-06,4.53E-07,2.60E-07,
,108+112,value,0.00176889,0.00528371,0.00825466,0.00991723,0.0103757,0.00916577,0.00739801,0.00538002,0.00363986,0.00237867,0.00152153,0.00100325,0.000599636,0.000350362,1.76E-04,8.04E-05,5.39E-05,1.34E-05,1.13E-05,3.59E-06,
, ,error,7.91478E-05,0.000209882,0.000316876,0.000314236,0.000314541,0.000303437,0.00024487,0.000203941,0.000221756,1.41E-04,8.67E-05,6.68E-05,5.75E-05,4.03E-05,2.92E-05,1.74E-05,1.44E-05,4.25E-06,4.17E-06,1.50E-06,
,112+124,value,2.05E-03,0.00619667,0.00971275,0.0117152,0.0120885,0.0110173,0.00857816,0.00611469,0.0037722,0.00269701,0.00168476,0.000959867,0.000531554,0.000256895,0.00014676,8.21437E-05,1.70E-05,1.16E-05,6.82E-06,2.76E-06,
, ,error,9.91E-05,0.000303287,0.000344906,0.000428868,0.000407793,0.000369928,0.000373774,0.000262089,0.00019097,0.00016499,9.57038E-05,8.88172E-05,7.03769E-05,4.56303E-05,3.44801E-05,2.40075E-05,5.93E-06,4.74E-06,3.17E-06,1.44E-06,
,124+112,value,2.12E-03,0.00647981,0.0101576,0.0127221,0.0131202,0.0115296,0.00907017,0.00656368,0.0042201,0.00265991,0.00153914,0.000927027,0.000524086,0.000264512,0.000100453,3.42385E-05,1.00E-05,3.36E-06,4.59E-06,3.06E-06,
, ,error,1.46E-04,0.000327631,0.000405441,0.000469833,0.000534313,0.000432567,0.000307047,0.000326231,0.000228457,0.000172633,0.000120869,9.78291E-05,7.82838E-05,5.29849E-05,2.58532E-05,1.07653E-05,3.71E-06,1.44E-06,2.23E-06,1.66E-06,
he3,132+124,value,0.000482747,0.00147868,0.00233155,0.00310653,0.00384664,0.00397393,0.0037441,0.00300442,0.00219794,0.0014106,0.000843863,0.000489683,0.000249897,0.000107237,5.36281E-05,2.73E-05,1.26E-05,6.64E-06,4.69E-06,2.36E-06,
, ,error,3.76E-05,0.000085062,0.000128047,0.000166826,0.000212015,0.000195623,0.000220519,0.000172307,0.000140566,9.17E-05,6.87E-05,4.07E-05,2.54E-05,1.40E-05,1.05E-05,7.13E-06,4.13E-06,2.60E-06,2.15E-06,1.23E-06,
,108+112,value,0.000526677,0.00167118,0.00267736,0.00342515,0.0040145,0.00412125,0.00398768,0.00324277,0.00234709,0.00167487,0.00109842,0.00065083,0.000397546,0.00026187,1.45E-04,6.52E-05,4.02E-05,2.30E-05,1.39E-05,2.42E-05,
, ,error,4.07E-05,1.05E-04,0.000156994,0.000192887,0.000207273,0.000184181,0.000178118,0.000145819,0.000115941,9.78E-05,5.57E-05,6.09E-05,3.48E-05,2.67E-05,2.72E-05,1.79E-05,1.45E-05,1.02E-05,7.37E-06,1.49E-05,
,112+124,value,5.40E-04,0.00140053,0.00233955,0.00330254,0.00381659,0.0039269,0.00388126,0.00309145,0.00216662,0.00142844,0.000927974,0.000594665,0.000329162,0.000199232,0.000129388,7.61817E-05,5.69E-05,1.70E-05,3.09E-05,3.09E-05,
, ,error,8.31E-05,0.000133428,0.000196338,0.000235898,0.000210819,0.000223366,0.000208289,0.000148449,0.000207081,0.000100665,8.02578E-05,6.24371E-05,3.82295E-05,3.62111E-05,2.88358E-05,0.00002011,1.74E-05,5.89E-06,1.20E-05,1.32E-05,
,124+112,value,4.59E-04,0.00132276,0.00250005,0.00324066,0.00413613,0.00406152,0.00398736,0.00317776,0.00226366,0.0015663,0.000944212,0.000595145,0.000299043,0.000133233,0.000069384,5.17553E-05,1.28E-05,1.66E-05,9.51E-06,1.90E-05,
, ,error,8.26E-05,0.000128842,0.000241742,0.000210581,0.000228199,0.000243258,0.000244164,0.000212617,0.000152346,0.000108726,0.00008586,6.90964E-05,6.73634E-05,3.64585E-05,2.41698E-05,2.18951E-05,6.39E-06,9.48E-06,6.15E-06,1.37E-05,
he4,132+124,value,0.00216897,0.00658016,0.00985716,0.0115827,0.0113799,0.00929223,0.00617014,0.00328432,0.00151581,0.000675907,0.000274484,8.88814E-05,2.48E-05,3.78E-06,2.28E-06,1.68E-06,0,0,0,0,
, ,error,0.000124948,0.000286747,0.000387135,0.000388052,0.000397199,0.000293957,0.000202401,0.00014195,7.58E-05,5.07E-05,2.58E-05,1.29E-05,4.30E-06,2.22E-06,1.77E-06,1.61E-06,0,0,0,0,
,108+112,value,0.00183245,0.00554552,0.00815936,0.00954314,0.00900488,0.00728976,0.00509543,0.00284137,0.00157078,0.000785544,0.000327979,1.58E-04,4.91E-05,2.28E-05,7.23E-06,2.32E-06,0,0,0,0,
, ,error,0.000101603,0.000202728,0.000285974,0.000320075,0.000287229,0.000194364,0.000167811,0.000101534,7.07E-05,5.88E-05,3.12E-05,2.14E-05,1.13E-05,6.82E-06,4.56E-06,2.23E-06,0,0,0,0,
,112+124,value,0.00174368,0.00558002,0.00836456,0.00951672,0.00899352,0.00781497,0.00523366,0.00300544,0.00147214,0.000732634,0.00034648,0.000107812,4.93954E-05,1.63196E-05,4.85222E-06,8.30727E-07,0,0,0,0,
, ,error,0.000107049,0.000227404,0.000314564,0.0003838,0.000362308,0.000323061,0.000226068,0.000174149,0.000102653,6.15568E-05,4.18469E-05,2.32143E-05,1.31719E-05,1.07845E-05,4.2723E-06,9.13914E-07,0,0,0,0,
,124+112,value,0.00188419,0.00621877,0.00932581,0.010746,0.00974275,0.008853,0.00586849,0.00315976,0.00159696,0.00064769,0.000360891,0.000116865,5.38291E-05,1.55058E-05,2.12684E-06,4.12762E-06,0,0,0,0,
, ,error,0.000145404,0.000276707,0.00044132,0.000381701,0.000426487,0.000344797,0.000300989,0.000166118,0.00011766,9.54663E-05,8.63174E-05,2.64791E-05,1.55987E-05,7.9409E-06,1.62862E-06,4.20758E-06,0,0,0,0,